particle_id,frame_num,particle_num,time_stamp_s,ecd_um,area_pixels,perimeter,circularity,intensity_mean,intensity_std,intensity_min,intensity_max,max_feret_diam_um,aspect_ratio,x_left,x_right,y_top,y_bottom,edge_particle,experiment,step,type
352480,202,34,21.948,12.125,155,78.36,0.56,758.97,49.94,646,829,18.625,0.68,521,539,751,767,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352488,202,42,21.948,11.875,151,55.63,0.78,547.79,219.32,96,827,18.125,0.51,714,725,870,888,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352550,203,50,22.057,20.375,317,163.17,0.39,749.32,86.34,457,834,43.375,0.48,266,288,690,725,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352554,203,54,22.057,19.375,294,78.43,0.78,409.62,242.28,51,831,28.375,0.48,217,239,747,769,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352558,203,58,22.057,31.625,635,186.1,0.48,556.71,231.52,50,831,59.375,0.44,1046,1096,776,799,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352581,203,81,22.057,16.375,232,70.7,0.76,439.42,255.71,71,830,28.125,0.38,454,467,936,962,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352730,206,6,22.385,12.125,153,83.6,0.52,687.22,150.65,288,831,19.375,0.76,1214,1231,54,73,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352734,206,10,22.385,10.625,129,60.04,0.67,725.07,89.25,514,831,25.625,0.31,164,188,108,117,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352739,206,15,22.385,11.875,149,54.97,0.79,526.56,206.91,155,831,19.375,0.4,515,535,221,229,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352832,207,44,22.494,11.125,137,57.04,0.73,597.58,180.97,243,831,21.125,0.38,1046,1066,869,880,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352843,207,55,22.494,10.375,127,61.87,0.65,753.83,74.15,506,831,21.125,0.38,269,287,948,963,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352935,209,21,22.713,18.125,267,83.11,0.7,441.55,233.13,109,831,35.375,0.31,296,328,535,546,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352937,209,23,22.713,12.125,153,55.46,0.79,586.3,151.05,244,830,18.625,0.47,644,658,595,612,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
352940,209,26,22.713,10.375,126,71.36,0.56,747.46,63.47,529,831,25.625,0.31,1104,1128,722,734,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353000,210,25,22.822,11.375,140,64.94,0.65,700.52,99.91,451,831,25.375,0.28,1134,1150,489,510,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353080,211,36,22.931,16.125,223,126.05,0.42,764.39,51.14,617,831,55.375,0.15,404,450,862,878,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353088,211,44,22.931,18.125,267,131.47,0.44,700.63,108.93,432,831,51.625,0.23,1220,1262,926,947,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353171,213,22,23.149,10.375,127,58.87,0.68,687.09,108.06,398,830,22.125,0.3,251,262,497,517,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353191,213,42,23.149,26.375,470,102.67,0.75,516.56,227.37,77,831,38.375,0.47,966,1000,930,948,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353276,215,19,23.368,10.375,126,63.11,0.63,777.63,49.75,624,834,18.625,0.42,849,860,442,460,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353310,215,53,23.368,13.875,182,64.46,0.74,505.56,226.76,147,831,19.875,0.58,1075,1088,947,966,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353326,216,8,23.477,16.375,230,124.88,0.43,773.1,51.57,589,836,45.125,0.31,1156,1192,122,144,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353549,219,49,23.804,47.375,1259,203.68,0.62,549.65,222.18,66,928,95.625,0.27,1051,1082,818,893,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353619,221,1,24.023,13.375,174,84.01,0.56,797.87,28.25,717,855,31.625,0.34,629,658,9,22,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353686,222,14,24.132,15.125,206,60.28,0.84,414.06,227.62,78,829,21.375,0.55,668,685,294,311,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
353824,224,39,24.35,13.375,173,76.18,0.61,741.05,74.71,557,831,29.875,0.3,303,314,667,695,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354130,229,43,24.896,13.125,171,100.08,0.46,766.44,63.95,576,831,31.625,0.39,941,966,858,876,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354346,233,31,25.333,13.625,178,61.04,0.77,588.17,205.02,119,830,19.375,0.62,851,864,696,715,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354432,235,19,25.552,17.875,258,137.71,0.41,756.32,65.37,545,838,41.625,0.43,930,950,511,546,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354501,236,46,25.661,10.125,122,47.8,0.82,593.99,190.77,146,829,13.375,0.65,797,811,970,981,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354612,239,11,25.988,11.875,151,74.18,0.59,727.99,110.7,370,831,23.375,0.47,1243,1263,249,265,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354701,240,51,26.098,11.625,147,118.23,0.36,802.18,19.58,742,831,41.375,0.33,138,174,982,996,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354705,240,55,26.098,14.375,191,68.11,0.72,645.87,155.39,225,830,19.875,0.58,571,591,1002,1017,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354732,241,25,26.207,13.375,173,68.11,0.68,726.27,77.1,508,831,15.625,0.79,13,29,405,419,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354757,241,50,26.207,12.125,152,57.46,0.76,562.02,216.63,174,831,20.625,0.51,1117,1137,916,928,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354950,244,63,26.534,18.625,275,101.74,0.58,647.08,189.99,135,830,32.375,0.4,790,806,944,973,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
354975,245,14,26.644,11.125,139,60.7,0.69,580.06,190.4,175,829,19.625,0.42,412,426,353,371,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355015,245,54,26.644,11.375,142,90.25,0.47,770.82,53.46,604,831,28.125,0.37,898,924,991,1004,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355020,246,2,26.753,24.125,414,107.25,0.67,480.2,262.68,59,831,43.375,0.39,1010,1048,48,65,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355069,246,51,26.753,14.875,201,86.84,0.58,617.25,184.21,211,831,25.875,0.48,522,547,973,990,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355298,250,46,27.19,35.375,770,138.51,0.71,455.61,237.45,71,980,45.375,0.8,16,49,930,967,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355302,250,50,27.19,41.875,1019,168.51,0.67,481.14,215.05,86,905,73.125,0.39,242,295,971,1011,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355304,250,52,27.19,14.875,203,94.01,0.54,691.62,116.54,400,831,37.375,0.29,1170,1203,996,1011,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355335,251,25,27.299,38.125,873,202.14,0.52,411.88,269.17,16,831,57.375,0.8,496,538,567,605,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355362,252,7,27.408,13.125,172,79.46,0.59,715.74,93.24,459,831,34.875,0.2,667,698,182,190,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355429,253,28,27.517,16.375,232,97.15,0.56,662.14,145.64,277,830,40.875,0.26,265,296,518,540,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355431,253,30,27.517,26.875,489,198.72,0.39,680.8,143.01,268,831,61.625,0.37,651,676,540,591,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355508,254,37,27.626,10.625,129,99.4,0.41,800.7,23.13,730,831,35.375,0.2,779,790,887,918,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355521,254,50,27.626,13.375,174,77.77,0.6,700.05,147.54,243,831,31.625,0.28,47,75,1004,1016,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355566,255,42,27.736,10.375,127,64.94,0.62,654.86,178.35,181,831,24.875,0.3,306,328,927,938,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355603,256,27,27.845,10.375,127,55.94,0.71,665.59,137.87,324,831,18.625,0.38,653,669,537,552,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355615,256,39,27.845,41.375,1003,214.58,0.52,552,232.76,57,921,80.625,0.35,526,592,894,929,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355648,257,15,27.954,16.125,224,88.94,0.6,621.02,146.26,235,830,28.125,0.54,442,463,526,550,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355706,258,29,28.063,14.875,203,67.67,0.75,483.21,213.04,85,830,23.125,0.5,94,114,826,843,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355766,259,51,28.172,13.875,183,79.74,0.6,676.72,105.42,436,830,30.125,0.42,685,713,985,999,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355986,264,12,28.718,12.625,160,61.21,0.73,701.54,120.52,389,835,23.625,0.33,603,613,366,389,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
355990,264,16,28.718,23.625,401,93.77,0.76,365.32,233.73,54,831,41.125,0.34,700,735,483,499,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356013,264,39,28.718,36.875,822,141.47,0.72,482.99,237.9,44,918,44.625,0.94,868,906,854,890,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356037,264,63,28.718,15.375,211,68.28,0.75,482.11,270.76,59,830,19.125,0.78,729,746,990,1007,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356045,265,6,28.828,13.125,170,59.94,0.77,506.48,228.72,128,831,19.375,0.5,970,983,138,157,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356059,265,20,28.828,21.375,342,118.81,0.55,751.48,71.83,526,892,28.625,0.8,1068,1094,453,476,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356068,265,29,28.828,22.875,377,130.81,0.53,649.49,149.12,262,831,57.125,0.22,358,406,564,583,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356085,265,46,28.828,25.125,441,93.67,0.79,442.16,209.34,109,831,40.375,0.45,880,904,880,910,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356155,266,54,28.937,16.625,234,102.74,0.53,742.65,69.97,556,831,29.375,0.56,335,357,805,831,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356173,266,72,28.937,10.875,134,70.7,0.58,703.46,107.35,411,831,30.125,0.22,134,162,979,987,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356203,267,22,29.046,22.125,356,87.15,0.77,629.1,148.78,197,831,32.125,0.48,1080,1106,511,534,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356228,267,47,29.046,64.625,2160,353.36,0.47,364.71,266.54,0,831,89.125,0.83,735,803,863,935,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356233,267,52,29.046,15.875,222,122.47,0.43,762.3,62.19,557,831,60.375,0.17,393,436,911,940,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356315,268,71,29.155,14.625,196,78.25,0.63,637.67,181.44,201,831,31.125,0.31,861,882,970,994,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356353,269,34,29.264,12.375,156,56.28,0.79,556.01,192.37,215,827,17.375,0.56,1205,1222,636,649,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356365,269,46,29.264,11.875,148,88.84,0.49,768.91,44.65,656,831,29.875,0.37,921,948,832,846,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356418,270,29,29.374,10.375,127,77.11,0.52,767.56,48.4,619,831,27.125,0.46,1216,1228,599,624,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356434,270,45,29.374,13.375,174,64.53,0.72,544.37,236.97,90,831,20.875,0.56,882,903,901,914,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356509,271,56,29.483,15.625,214,90.91,0.57,657.64,171.09,216,831,24.875,0.66,26,44,993,1015,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356577,273,8,29.701,14.625,197,82.6,0.6,674.6,138.13,298,830,29.875,0.33,1232,1259,317,331,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356586,273,17,29.701,18.375,273,120.23,0.49,738.72,92.12,407,830,44.625,0.29,362,394,530,557,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356608,273,39,29.701,10.875,133,67.7,0.6,670.17,153.15,293,831,21.125,0.58,580,596,840,857,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356619,273,50,29.701,26.375,474,110.67,0.7,402.1,252.43,57,829,54.125,0.29,861,880,965,1009,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356668,274,46,29.81,13.625,177,110.5,0.43,785.2,33.23,684,831,54.125,0.11,639,681,835,855,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356741,275,54,29.92,18.625,274,71.21,0.82,408.38,242.5,70,829,26.125,0.55,525,550,851,864,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356846,277,41,30.138,15.125,205,116.74,0.43,757.35,78.41,435,831,41.625,0.32,178,202,824,855,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356849,277,44,30.138,27.875,516,121.64,0.66,400.18,259.52,23,831,54.125,0.3,440,475,851,885,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356885,278,16,30.247,12.875,167,87.67,0.52,634.15,195.69,178,831,29.875,0.46,53,75,285,304,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356919,278,50,30.247,69.875,2495,444.63,0.4,469.84,286.1,24,858,119.625,0.5,1121,1216,951,1017,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356968,279,41,30.356,21.625,347,101.6,0.65,477.25,216.48,131,831,47.875,0.25,886,926,775,790,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
356977,279,50,30.356,10.625,130,75.11,0.54,770.52,47.18,626,831,30.125,0.28,749,776,868,879,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357033,280,38,30.466,11.375,143,54.8,0.77,623.96,150.78,293,829,19.625,0.43,479,490,832,850,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357060,281,12,30.575,10.375,127,54.38,0.73,667.57,146.6,300,831,15.625,0.69,1057,1072,281,294,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357130,282,29,30.684,19.875,302,83.53,0.74,429.89,248.14,64,831,30.375,0.53,427,453,541,560,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357185,283,12,30.793,14.125,188,116.23,0.42,782.06,38.78,646,831,42.875,0.34,57,86,280,306,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357192,283,19,30.793,23.625,397,123.88,0.57,741.43,88.43,421,856,35.625,0.59,853,874,428,460,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357207,283,34,30.793,67.625,2351,534.9,0.32,403.2,242.08,53,831,289.875,0.17,703,813,778,973,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357236,283,63,30.793,13.125,172,86.57,0.54,677.67,143.8,321,831,22.625,0.51,39,61,1003,1022,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357285,284,46,30.902,36.625,811,185.34,0.54,508.91,207.81,110,932,78.875,0.27,98,161,893,923,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357450,287,42,31.23,11.375,141,68.11,0.62,689.21,101.92,444,831,27.125,0.28,309,335,916,924,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357502,288,37,31.339,27.375,500,129.23,0.61,455.31,269.58,44,831,48.125,0.45,1228,1266,766,788,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357510,288,45,31.339,13.875,182,104.91,0.46,766.65,57.53,603,831,44.625,0.25,1200,1239,833,845,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357543,289,18,31.448,11.625,146,67.53,0.63,638.05,202.02,198,831,22.125,0.39,1125,1146,501,514,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357619,290,30,31.557,17.125,243,64.94,0.85,460.31,226.55,105,831,19.375,0.78,456,473,496,516,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357623,290,34,31.557,11.875,150,119.23,0.36,807.49,17.76,759,831,45.375,0.19,380,419,594,604,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357674,291,15,31.667,12.875,166,73.6,0.62,663.98,162.43,190,831,28.625,0.33,365,389,415,429,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357699,291,40,31.667,19.625,300,157.44,0.39,788.32,36.94,657,841,58.875,0.27,121,169,836,861,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357840,294,16,31.994,10.125,121,56.36,0.69,739.34,81.67,543,831,17.625,0.43,914,928,473,487,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357848,294,24,31.994,20.125,308,96.47,0.64,533.09,199.45,130,831,46.625,0.21,78,108,639,669,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357911,295,34,32.103,15.875,220,96.36,0.55,720.84,71.28,575,831,43.125,0.18,274,312,649,658,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357931,295,54,32.103,12.875,167,65.36,0.7,719.34,86.08,516,831,24.625,0.32,278,295,992,1013,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
357933,295,56,32.103,10.125,122,48.14,0.81,593.03,193.58,191,831,16.375,0.43,333,350,1005,1013,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358002,297,9,32.322,22.875,380,91.6,0.75,399.58,257.99,47,831,34.125,0.51,228,258,229,246,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358033,297,40,32.322,13.375,176,88.74,0.53,684.93,155.17,264,831,40.375,0.17,238,270,838,857,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358037,297,44,32.322,17.625,256,124.05,0.46,733.83,92.45,436,831,40.375,0.36,132,152,850,884,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358038,297,45,32.322,19.875,301,107.33,0.57,563.21,186.6,140,831,43.375,0.28,68,106,887,901,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358135,299,29,32.54,19.625,299,87.01,0.7,435.11,249.29,53,830,31.375,0.5,531,560,468,484,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358208,300,52,32.649,11.125,139,75.25,0.56,739.67,71.39,545,831,34.625,0.17,91,112,981,1005,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358258,302,2,32.868,21.875,349,85.18,0.78,427.84,260.17,51,831,30.625,0.49,308,336,4,19,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358278,302,22,32.868,25.875,462,105.4,0.72,599.4,180.35,187,899,32.375,0.75,1240,1268,501,525,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358328,303,28,32.977,21.375,341,131.81,0.5,651.88,154.69,151,831,48.375,0.33,351,368,864,906,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358461,305,54,33.195,31.375,624,134.37,0.66,356.35,273.16,6,831,50.375,0.5,385,416,960,995,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358559,307,37,33.414,11.625,147,78.6,0.55,737.23,87.19,443,831,23.375,0.54,155,169,827,850,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358562,307,40,33.414,36.125,792,125.77,0.79,640.68,197.51,128,983,56.125,0.4,698,745,882,903,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358588,308,10,33.523,28.625,541,96.4,0.86,492.9,217.5,108,912,39.375,0.54,589,622,357,382,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358688,309,59,33.632,14.875,203,66.01,0.77,493.92,233.94,59,830,26.125,0.37,753,772,951,971,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358782,311,19,33.851,17.625,256,95.53,0.59,590.93,192.37,185,831,45.375,0.19,105,118,290,328,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
358805,311,42,33.851,23.625,396,105.98,0.67,400.77,272.14,37,831,37.125,0.57,107,137,841,864,FALSE,MTB_20191021_Fiber,11 Fiber_5200-3196_191021-102741,fiber
